order_id,klient,produkt,kategoria,miasto,ilosc,cena_jednostkowa,data_zamowienia,email,wartosc_zamowienia,rok,miesiac,nazwa_dnia,email_poprawny
1023,Piotr Wiśniewski,Monitor,Elektronika,Łódź,1,1499.0,2025-02-08,JAN@WP.PL,1499.0,2025,2,Saturday,True
1024,Katarzyna Lewandowska,Mysz,Elektronika,Wrocław,5,299.99,2025-08-26,brak,1499.95,2025,8,Tuesday,False
1025,Anna Kowalska,Monitor,Akcesoria,Poznań,1,399.0,2025-06-29,brak,399.0,2025,6,Sunday,False
1026,Katarzyna Lewandowska,Laptop,Akcesoria,Gdańsk,2,199.99,2025-10-13,brak_emaila,399.98,2025,10,Monday,False
1027,Anna Kowalska,Mysz,Elektronika,Kraków,1,299.99,2025-01-19,brak,299.99,2025,1,Sunday,False
1028,Magdalena Dąbrowska,Laptop,Elektronika,Gdańsk,1,2999.0,2025-08-25,brak_emaila,2999.0,2025,8,Monday,False
1029,Anna Kowalska,Webcam,Elektronika,Warszawa,1,89.5,2025-06-09,anna@gmail.com,89.5,2025,6,Monday,True
1030,Magdalena Dąbrowska,Mysz,Akcesoria,Łódź,1,2999.0,2025-09-22,JAN@WP.PL,2999.0,2025,9,Monday,True
1031,Krzysztof Kamiński,Laptop,Akcesoria,Łódź,1,89.5,2025-06-09,JAN@WP.PL,89.5,2025,6,Monday,True
1033,Anna Kowalska,Webcam,Akcesoria,Warszawa,1,1499.0,2025-09-17,brak_emaila,1499.0,2025,9,Wednesday,False
1034,Anna Kowalska,Pendrive,Elektronika,Warszawa,1,299.99,2025-04-09,JAN@WP.PL,299.99,2025,4,Wednesday,True
1035,Krzysztof Kamiński,Mysz,Akcesoria,Wrocław,2,89.5,2025-08-13,piotr.w@onet,179.0,2025,8,Wednesday,False
1036,Tomasz Zieliński,Mysz,Elektronika,Łódź,1,199.99,2025-10-07,marta@gmail.com,199.99,2025,10,Tuesday,True
1037,Marta Wójcik,Monitor,Akcesoria,Gdańsk,3,299.99,2025-10-22,piotr.w@onet,899.97,2025,10,Wednesday,False
1038,Anna Kowalska,Klawiatura,Akcesoria,Gdańsk,2,199.99,2025-01-28,tomasz@interia.pl,399.98,2025,1,Tuesday,True
1039,Katarzyna Lewandowska,Monitor,Akcesoria,Warszawa,3,299.99,2025-06-19,krzysztof.k@gmail.com,899.97,2025,6,Thursday,True
1040,Katarzyna Lewandowska,Słuchawki,Akcesoria,Warszawa,2,299.99,2025-07-06,anna@gmail.com,599.98,2025,7,Sunday,True
1041,Magdalena Dąbrowska,Laptop,Elektronika,Kraków,1,2999.0,2025-07-23,marta@gmail.com,2999.0,2025,7,Wednesday,True
1042,Piotr Wiśniewski,Mysz,Akcesoria,Kraków,2,89.5,2025-02-06,krzysztof.k@gmail.com,179.0,2025,2,Thursday,True
1043,Tomasz Zieliński,Klawiatura,Elektronika,Warszawa,1,89.5,2025-10-16,krzysztof.k@gmail.com,89.5,2025,10,Thursday,True
1045,Krzysztof Kamiński,Słuchawki,Elektronika,Warszawa,3,299.99,2025-02-16,tomasz@interia.pl,899.97,2025,2,Sunday,True
1046,Anna Kowalska,Webcam,Elektronika,Warszawa,1,1499.0,2025-02-11,piotr.w@onet,1499.0,2025,2,Tuesday,False
1047,Tomasz Zieliński,Mysz,Akcesoria,Poznań,3,1499.0,2025-07-20,anna@gmail.com,4497.0,2025,7,Sunday,True
1049,Anna Kowalska,Monitor,Akcesoria,Poznań,5,199.99,2025-09-30,JAN@WP.PL,999.95,2025,9,Tuesday,True
1050,Anna Kowalska,Laptop,Akcesoria,Wrocław,5,2999.0,2025-08-21,piotr.w@onet,14995.0,2025,8,Thursday,False
1051,Katarzyna Lewandowska,Klawiatura,Elektronika,Gdańsk,1,299.99,2025-05-24,brak,299.99,2025,5,Saturday,False
1052,Krzysztof Kamiński,Monitor,Akcesoria,Warszawa,1,199.99,2025-06-12,marta@gmail.com,199.99,2025,6,Thursday,True
1053,Katarzyna Lewandowska,Słuchawki,Elektronika,Gdańsk,2,199.99,2025-03-27,anna@gmail.com,399.98,2025,3,Thursday,True
1054,Krzysztof Kamiński,Słuchawki,Akcesoria,Łódź,1,399.0,2025-09-09,piotr.w@onet,399.0,2025,9,Tuesday,False
1055,Magdalena Dąbrowska,Monitor,Akcesoria,Warszawa,2,299.99,2025-08-03,anna@gmail.com,599.98,2025,8,Sunday,True
1057,Krzysztof Kamiński,Monitor,Elektronika,Warszawa,2,2999.0,2025-06-12,JAN@WP.PL,5998.0,2025,6,Thursday,True
1058,Katarzyna Lewandowska,Mysz,Akcesoria,Kraków,1,199.99,2025-04-02,JAN@WP.PL,199.99,2025,4,Wednesday,True
1059,Magdalena Dąbrowska,Klawiatura,Akcesoria,Gdańsk,1,2999.0,2025-07-09,marta@gmail.com,2999.0,2025,7,Wednesday,True
1060,Krzysztof Kamiński,Laptop,Elektronika,Warszawa,1,89.5,2025-05-22,tomasz@interia.pl,89.5,2025,5,Thursday,True
1061,Anna Kowalska,Pendrive,Elektronika,Kraków,1,2999.0,2025-03-16,brak,2999.0,2025,3,Sunday,False
1063,Krzysztof Kamiński,Laptop,Akcesoria,Warszawa,1,1499.0,2025-03-27,anna@gmail.com,1499.0,2025,3,Thursday,True
1065,Tomasz Zieliński,Mysz,Elektronika,Poznań,1,1499.0,2025-04-06,krzysztof.k@gmail.com,1499.0,2025,4,Sunday,True
1069,Jan Nowak,Klawiatura,Elektronika,Łódź,1,299.99,2025-04-07,krzysztof.k@gmail.com,299.99,2025,4,Monday,True
1070,Anna Kowalska,Laptop,Akcesoria,Kraków,1,1499.0,2025-09-16,brak,1499.0,2025,9,Tuesday,False
1071,Anna Kowalska,Webcam,Elektronika,Wrocław,1,1499.0,2025-01-09,krzysztof.k@gmail.com,1499.0,2025,1,Thursday,True
1072,Tomasz Zieliński,Mysz,Akcesoria,Kraków,2,2999.0,2025-02-27,anna@gmail.com,5998.0,2025,2,Thursday,True
1073,Anna Kowalska,Mysz,Elektronika,Gdańsk,2,89.5,2025-08-26,anna@gmail.com,179.0,2025,8,Tuesday,True
1078,Katarzyna Lewandowska,Mysz,Akcesoria,Poznań,2,299.99,2025-01-09,JAN@WP.PL,599.98,2025,1,Thursday,True
1080,Anna Kowalska,Monitor,Elektronika,Warszawa,1,2999.0,2025-10-04,piotr.w@onet,2999.0,2025,10,Saturday,False
1081,Anna Kowalska,Laptop,Akcesoria,Wrocław,1,2999.0,2025-08-18,tomasz@interia.pl,2999.0,2025,8,Monday,True
1082,Tomasz Zieliński,Laptop,Akcesoria,Warszawa,2,399.0,2025-03-06,JAN@WP.PL,798.0,2025,3,Thursday,True
1085,Katarzyna Lewandowska,Monitor,Elektronika,Wrocław,1,299.99,2025-10-11,JAN@WP.PL,299.99,2025,10,Saturday,True
1086,Anna Kowalska,Słuchawki,Elektronika,Wrocław,1,89.5,2025-04-30,anna@gmail.com,89.5,2025,4,Wednesday,True
1088,Anna Kowalska,Laptop,Akcesoria,Warszawa,1,299.99,2025-08-10,brak,299.99,2025,8,Sunday,False
1089,Piotr Wiśniewski,Pendrive,Elektronika,Wrocław,1,89.5,2025-09-21,JAN@WP.PL,89.5,2025,9,Sunday,True
1090,Krzysztof Kamiński,Webcam,Akcesoria,Wrocław,3,2999.0,2025-02-28,brak_emaila,8997.0,2025,2,Friday,False
1093,Tomasz Zieliński,Monitor,Akcesoria,Gdańsk,5,199.99,2025-08-03,JAN@WP.PL,999.95,2025,8,Sunday,True
1098,Anna Kowalska,Monitor,Elektronika,Warszawa,2,399.0,2025-03-25,marta@gmail.com,798.0,2025,3,Tuesday,True
1099,Marta Wójcik,Mysz,Akcesoria,Warszawa,3,89.5,2025-05-11,piotr.w@onet,268.5,2025,5,Sunday,False
1101,Anna Kowalska,Mysz,Akcesoria,Gdańsk,1,199.99,2025-05-04,tomasz@interia.pl,199.99,2025,5,Sunday,True
1103,Anna Kowalska,Laptop,Elektronika,Kraków,1,89.5,2025-03-17,brak_emaila,89.5,2025,3,Monday,False
1104,Anna Kowalska,Laptop,Elektronika,Poznań,1,299.99,2025-04-06,piotr.w@onet,299.99,2025,4,Sunday,False
1106,Jan Nowak,Pendrive,Akcesoria,Gdańsk,2,1499.0,2025-02-20,brak_emaila,2998.0,2025,2,Thursday,False
1107,Anna Kowalska,Pendrive,Akcesoria,Warszawa,1,2999.0,2025-05-06,anna@gmail.com,2999.0,2025,5,Tuesday,True
1108,Anna Kowalska,Laptop,Akcesoria,Kraków,2,199.99,2025-02-23,krzysztof.k@gmail.com,399.98,2025,2,Sunday,True
1109,Jan Nowak,Pendrive,Akcesoria,Gdańsk,2,1499.0,2025-06-09,brak,2998.0,2025,6,Monday,False
1112,Anna Kowalska,Mysz,Akcesoria,Poznań,1,1499.0,2025-03-17,brak,1499.0,2025,3,Monday,False
1115,Anna Kowalska,Laptop,Akcesoria,Łódź,1,2999.0,2025-04-10,JAN@WP.PL,2999.0,2025,4,Thursday,True
1116,Piotr Wiśniewski,Mysz,Elektronika,Warszawa,1,89.5,2025-10-01,anna@gmail.com,89.5,2025,10,Wednesday,True
1117,Anna Kowalska,Monitor,Akcesoria,Poznań,1,299.99,2025-05-28,anna@gmail.com,299.99,2025,5,Wednesday,True
1118,Anna Kowalska,Pendrive,Akcesoria,Kraków,1,2999.0,2025-04-11,tomasz@interia.pl,2999.0,2025,4,Friday,True
1121,Anna Kowalska,Pendrive,Elektronika,Gdańsk,1,299.99,2025-07-27,anna@gmail.com,299.99,2025,7,Sunday,True
1122,Magdalena Dąbrowska,Monitor,Akcesoria,Warszawa,2,89.5,2025-02-06,krzysztof.k@gmail.com,179.0,2025,2,Thursday,True
1123,Magdalena Dąbrowska,Laptop,Elektronika,Gdańsk,1,1499.0,2025-05-15,anna@gmail.com,1499.0,2025,5,Thursday,True
1124,Anna Kowalska,Monitor,Elektronika,Kraków,1,299.99,2025-09-29,marta@gmail.com,299.99,2025,9,Monday,True
1125,Jan Nowak,Mysz,Akcesoria,Kraków,2,199.99,2025-06-01,marta@gmail.com,399.98,2025,6,Sunday,True
1126,Anna Kowalska,Mysz,Elektronika,Wrocław,1,199.99,2025-06-21,anna@gmail.com,199.99,2025,6,Saturday,True
1130,Marta Wójcik,Pendrive,Elektronika,Łódź,2,89.5,2025-03-03,JAN@WP.PL,179.0,2025,3,Monday,True
1132,Anna Kowalska,Laptop,Elektronika,Kraków,2,2999.0,2025-10-21,piotr.w@onet,5998.0,2025,10,Tuesday,False
1133,Krzysztof Kamiński,Mysz,Akcesoria,Warszawa,1,2999.0,2025-10-08,tomasz@interia.pl,2999.0,2025,10,Wednesday,True
1135,Anna Kowalska,Laptop,Elektronika,Warszawa,1,399.0,2025-08-22,tomasz@interia.pl,399.0,2025,8,Friday,True
1136,Anna Kowalska,Monitor,Akcesoria,Łódź,1,2999.0,2025-08-13,JAN@WP.PL,2999.0,2025,8,Wednesday,True
1137,Marta Wójcik,Laptop,Elektronika,Wrocław,2,399.0,2025-08-08,piotr.w@onet,798.0,2025,8,Friday,False
1138,Anna Kowalska,Monitor,Akcesoria,Warszawa,1,199.99,2025-03-17,piotr.w@onet,199.99,2025,3,Monday,False
1140,Krzysztof Kamiński,Mysz,Akcesoria,Wrocław,5,2999.0,2025-03-04,brak_emaila,14995.0,2025,3,Tuesday,False
1141,Katarzyna Lewandowska,Słuchawki,Elektronika,Wrocław,3,199.99,2025-01-23,JAN@WP.PL,599.97,2025,1,Thursday,True
1142,Anna Kowalska,Mysz,Akcesoria,Kraków,2,89.5,2025-04-09,brak,179.0,2025,4,Wednesday,False
1144,Anna Kowalska,Słuchawki,Akcesoria,Warszawa,1,399.0,2025-09-30,JAN@WP.PL,399.0,2025,9,Tuesday,True
1145,Anna Kowalska,Webcam,Akcesoria,Łódź,3,2999.0,2025-10-07,marta@gmail.com,8997.0,2025,10,Tuesday,True
1146,Jan Nowak,Webcam,Elektronika,Wrocław,1,199.99,2025-08-30,piotr.w@onet,199.99,2025,8,Saturday,False
1151,Piotr Wiśniewski,Laptop,Elektronika,Kraków,1,399.0,2025-02-04,JAN@WP.PL,399.0,2025,2,Tuesday,True
1152,Katarzyna Lewandowska,Pendrive,Akcesoria,Wrocław,1,2999.0,2025-08-08,krzysztof.k@gmail.com,2999.0,2025,8,Friday,True
1154,Katarzyna Lewandowska,Mysz,Akcesoria,Kraków,1,89.5,2025-05-07,brak,89.5,2025,5,Wednesday,False
1155,Marta Wójcik,Monitor,Elektronika,Warszawa,5,1499.0,2025-01-10,piotr.w@onet,7495.0,2025,1,Friday,False
1157,Marta Wójcik,Monitor,Akcesoria,Wrocław,1,1499.0,2025-06-25,anna@gmail.com,1499.0,2025,6,Wednesday,True
1158,Magdalena Dąbrowska,Słuchawki,Akcesoria,Gdańsk,1,399.0,2025-04-24,tomasz@interia.pl,399.0,2025,4,Thursday,True
1160,Anna Kowalska,Mysz,Akcesoria,Łódź,3,89.5,2025-05-17,brak_emaila,268.5,2025,5,Saturday,False
1161,Marta Wójcik,Pendrive,Akcesoria,Poznań,1,89.5,2025-05-11,brak,89.5,2025,5,Sunday,False
1162,Katarzyna Lewandowska,Pendrive,Elektronika,Łódź,2,89.5,2025-06-07,krzysztof.k@gmail.com,179.0,2025,6,Saturday,True
1163,Anna Kowalska,Mysz,Akcesoria,Warszawa,1,399.0,2025-01-09,tomasz@interia.pl,399.0,2025,1,Thursday,True
1164,Anna Kowalska,Monitor,Elektronika,Warszawa,2,1499.0,2025-09-28,piotr.w@onet,2998.0,2025,9,Sunday,False
1168,Anna Kowalska,Mysz,Elektronika,Łódź,3,199.99,2025-04-11,marta@gmail.com,599.97,2025,4,Friday,True
1170,Piotr Wiśniewski,Mysz,Akcesoria,Warszawa,2,2999.0,2025-02-22,anna@gmail.com,5998.0,2025,2,Saturday,True
1172,Jan Nowak,Klawiatura,Elektronika,Kraków,1,299.99,2025-04-09,piotr.w@onet,299.99,2025,4,Wednesday,False
1173,Anna Kowalska,Monitor,Elektronika,Poznań,1,299.99,2025-05-02,brak_emaila,299.99,2025,5,Friday,False
1174,Marta Wójcik,Webcam,Elektronika,Poznań,5,399.0,2025-08-15,brak_emaila,1995.0,2025,8,Friday,False
1175,Marta Wójcik,Mysz,Elektronika,Kraków,1,399.0,2025-06-10,JAN@WP.PL,399.0,2025,6,Tuesday,True
1176,Piotr Wiśniewski,Mysz,Elektronika,Warszawa,3,2999.0,2025-03-09,anna@gmail.com,8997.0,2025,3,Sunday,True
1177,Katarzyna Lewandowska,Słuchawki,Akcesoria,Wrocław,5,199.99,2025-02-16,anna@gmail.com,999.95,2025,2,Sunday,True
1179,Tomasz Zieliński,Klawiatura,Elektronika,Kraków,5,1499.0,2025-09-07,brak_emaila,7495.0,2025,9,Sunday,False
1180,Krzysztof Kamiński,Webcam,Akcesoria,Poznań,1,1499.0,2025-09-20,tomasz@interia.pl,1499.0,2025,9,Saturday,True
1181,Jan Nowak,Klawiatura,Akcesoria,Kraków,2,399.0,2025-02-22,brak,798.0,2025,2,Saturday,False
1182,Katarzyna Lewandowska,Słuchawki,Elektronika,Kraków,2,199.99,2025-02-23,tomasz@interia.pl,399.98,2025,2,Sunday,True
1183,Anna Kowalska,Monitor,Akcesoria,Kraków,5,399.0,2025-10-07,tomasz@interia.pl,1995.0,2025,10,Tuesday,True
1185,Magdalena Dąbrowska,Słuchawki,Akcesoria,Łódź,1,1499.0,2025-05-11,JAN@WP.PL,1499.0,2025,5,Sunday,True
1187,Anna Kowalska,Słuchawki,Akcesoria,Warszawa,3,399.0,2025-06-19,tomasz@interia.pl,1197.0,2025,6,Thursday,True
1188,Anna Kowalska,Klawiatura,Elektronika,Warszawa,2,89.5,2025-02-04,JAN@WP.PL,179.0,2025,2,Tuesday,True
1192,Anna Kowalska,Klawiatura,Elektronika,Warszawa,3,399.0,2025-07-03,krzysztof.k@gmail.com,1197.0,2025,7,Thursday,True
1193,Jan Nowak,Mysz,Akcesoria,Łódź,1,2999.0,2025-04-02,marta@gmail.com,2999.0,2025,4,Wednesday,True
1194,Anna Kowalska,Laptop,Akcesoria,Wrocław,1,399.0,2025-01-02,piotr.w@onet,399.0,2025,1,Thursday,False
1199,Krzysztof Kamiński,Klawiatura,Elektronika,Warszawa,3,1499.0,2025-03-30,marta@gmail.com,4497.0,2025,3,Sunday,True
1202,Tomasz Zieliński,Laptop,Akcesoria,Poznań,3,299.99,2025-02-18,piotr.w@onet,899.97,2025,2,Tuesday,False
1203,Tomasz Zieliński,Słuchawki,Akcesoria,Gdańsk,3,299.99,2025-05-04,brak,899.97,2025,5,Sunday,False
1205,Magdalena Dąbrowska,Laptop,Akcesoria,Warszawa,1,1499.0,2025-08-03,krzysztof.k@gmail.com,1499.0,2025,8,Sunday,True
1206,Magdalena Dąbrowska,Webcam,Akcesoria,Warszawa,3,299.99,2025-02-21,anna@gmail.com,899.97,2025,2,Friday,True
1208,Marta Wójcik,Monitor,Elektronika,Kraków,2,399.0,2025-09-12,tomasz@interia.pl,798.0,2025,9,Friday,True
1209,Katarzyna Lewandowska,Laptop,Akcesoria,Warszawa,3,199.99,2025-03-01,krzysztof.k@gmail.com,599.97,2025,3,Saturday,True
1210,Tomasz Zieliński,Monitor,Akcesoria,Warszawa,3,199.99,2025-05-23,JAN@WP.PL,599.97,2025,5,Friday,True
1211,Jan Nowak,Monitor,Akcesoria,Warszawa,2,1499.0,2025-01-15,marta@gmail.com,2998.0,2025,1,Wednesday,True
1213,Magdalena Dąbrowska,Mysz,Elektronika,Gdańsk,1,299.99,2025-06-18,anna@gmail.com,299.99,2025,6,Wednesday,True
1214,Piotr Wiśniewski,Laptop,Akcesoria,Warszawa,1,399.0,2025-03-10,tomasz@interia.pl,399.0,2025,3,Monday,True
1215,Krzysztof Kamiński,Klawiatura,Elektronika,Poznań,1,199.99,2025-04-15,krzysztof.k@gmail.com,199.99,2025,4,Tuesday,True
1216,Tomasz Zieliński,Monitor,Akcesoria,Łódź,1,199.99,2025-02-15,brak_emaila,199.99,2025,2,Saturday,False
1217,Jan Nowak,Monitor,Elektronika,Gdańsk,1,89.5,2025-04-14,brak,89.5,2025,4,Monday,False
1219,Katarzyna Lewandowska,Laptop,Akcesoria,Kraków,1,89.5,2025-04-22,brak,89.5,2025,4,Tuesday,False
1221,Tomasz Zieliński,Monitor,Elektronika,Warszawa,5,199.99,2025-08-06,marta@gmail.com,999.95,2025,8,Wednesday,True
1222,Magdalena Dąbrowska,Mysz,Elektronika,Wrocław,1,1499.0,2025-09-19,brak_emaila,1499.0,2025,9,Friday,False
1224,Katarzyna Lewandowska,Monitor,Elektronika,Warszawa,2,2999.0,2025-01-13,anna@gmail.com,5998.0,2025,1,Monday,True
1225,Magdalena Dąbrowska,Mysz,Akcesoria,Warszawa,1,399.0,2025-02-08,JAN@WP.PL,399.0,2025,2,Saturday,True
1226,Tomasz Zieliński,Słuchawki,Elektronika,Warszawa,1,199.99,2025-06-16,JAN@WP.PL,199.99,2025,6,Monday,True
1227,Katarzyna Lewandowska,Webcam,Elektronika,Kraków,2,199.99,2025-04-09,krzysztof.k@gmail.com,399.98,2025,4,Wednesday,True
1229,Tomasz Zieliński,Klawiatura,Elektronika,Wrocław,3,199.99,2025-09-03,anna@gmail.com,599.97,2025,9,Wednesday,True
1230,Anna Kowalska,Webcam,Elektronika,Wrocław,1,1499.0,2025-02-19,anna@gmail.com,1499.0,2025,2,Wednesday,True
1231,Jan Nowak,Mysz,Elektronika,Warszawa,1,89.5,2025-05-25,tomasz@interia.pl,89.5,2025,5,Sunday,True
1232,Krzysztof Kamiński,Klawiatura,Elektronika,Łódź,1,199.99,2025-10-10,tomasz@interia.pl,199.99,2025,10,Friday,True
1233,Katarzyna Lewandowska,Mysz,Akcesoria,Kraków,1,199.99,2025-08-04,anna@gmail.com,199.99,2025,8,Monday,True
1236,Anna Kowalska,Laptop,Akcesoria,Gdańsk,3,299.99,2025-06-20,tomasz@interia.pl,899.97,2025,6,Friday,True
1241,Tomasz Zieliński,Słuchawki,Akcesoria,Warszawa,1,1499.0,2025-02-04,brak_emaila,1499.0,2025,2,Tuesday,False
1242,Anna Kowalska,Webcam,Akcesoria,Kraków,1,399.0,2025-05-20,tomasz@interia.pl,399.0,2025,5,Tuesday,True
1243,Anna Kowalska,Mysz,Elektronika,Warszawa,2,199.99,2025-04-10,JAN@WP.PL,399.98,2025,4,Thursday,True
1246,Anna Kowalska,Laptop,Akcesoria,Warszawa,1,299.99,2025-09-07,marta@gmail.com,299.99,2025,9,Sunday,True
1248,Katarzyna Lewandowska,Monitor,Akcesoria,Warszawa,1,2999.0,2025-05-26,brak,2999.0,2025,5,Monday,False
1249,Anna Kowalska,Mysz,Akcesoria,Wrocław,5,399.0,2025-09-04,piotr.w@onet,1995.0,2025,9,Thursday,False
1251,Anna Kowalska,Słuchawki,Akcesoria,Gdańsk,1,199.99,2025-05-30,anna@gmail.com,199.99,2025,5,Friday,True
1252,Marta Wójcik,Monitor,Elektronika,Poznań,2,299.99,2025-04-10,krzysztof.k@gmail.com,599.98,2025,4,Thursday,True
1253,Anna Kowalska,Monitor,Akcesoria,Poznań,2,1499.0,2025-02-13,brak_emaila,2998.0,2025,2,Thursday,False
1254,Anna Kowalska,Mysz,Akcesoria,Warszawa,1,199.99,2025-08-24,anna@gmail.com,199.99,2025,8,Sunday,True
1255,Tomasz Zieliński,Słuchawki,Akcesoria,Kraków,2,2999.0,2025-01-27,tomasz@interia.pl,5998.0,2025,1,Monday,True
1256,Jan Nowak,Mysz,Akcesoria,Łódź,1,199.99,2025-08-11,krzysztof.k@gmail.com,199.99,2025,8,Monday,True
1257,Marta Wójcik,Laptop,Elektronika,Warszawa,3,2999.0,2025-02-17,tomasz@interia.pl,8997.0,2025,2,Monday,True
1258,Anna Kowalska,Monitor,Elektronika,Łódź,3,399.0,2025-05-02,krzysztof.k@gmail.com,1197.0,2025,5,Friday,True
1259,Tomasz Zieliński,Monitor,Akcesoria,Wrocław,3,399.0,2025-05-09,tomasz@interia.pl,1197.0,2025,5,Friday,True
1260,Tomasz Zieliński,Mysz,Akcesoria,Wrocław,2,89.5,2025-07-05,brak,179.0,2025,7,Saturday,False
1261,Katarzyna Lewandowska,Klawiatura,Akcesoria,Kraków,2,89.5,2025-09-09,brak_emaila,179.0,2025,9,Tuesday,False
1262,Anna Kowalska,Laptop,Akcesoria,Gdańsk,1,2999.0,2025-09-10,marta@gmail.com,2999.0,2025,9,Wednesday,True
1263,Anna Kowalska,Laptop,Akcesoria,Poznań,3,1499.0,2025-03-03,krzysztof.k@gmail.com,4497.0,2025,3,Monday,True
1264,Magdalena Dąbrowska,Laptop,Akcesoria,Łódź,1,199.99,2025-06-01,brak,199.99,2025,6,Sunday,False
1266,Piotr Wiśniewski,Pendrive,Akcesoria,Kraków,1,199.99,2025-07-20,tomasz@interia.pl,199.99,2025,7,Sunday,True
1267,Anna Kowalska,Monitor,Elektronika,Warszawa,1,89.5,2025-04-09,anna@gmail.com,89.5,2025,4,Wednesday,True
1270,Anna Kowalska,Klawiatura,Akcesoria,Kraków,3,2999.0,2025-09-04,tomasz@interia.pl,8997.0,2025,9,Thursday,True
1273,Magdalena Dąbrowska,Webcam,Akcesoria,Wrocław,2,199.99,2025-06-28,brak_emaila,399.98,2025,6,Saturday,False
1274,Jan Nowak,Monitor,Elektronika,Warszawa,1,199.99,2025-03-10,marta@gmail.com,199.99,2025,3,Monday,True
1275,Katarzyna Lewandowska,Laptop,Elektronika,Kraków,1,1499.0,2025-04-02,JAN@WP.PL,1499.0,2025,4,Wednesday,True
1276,Krzysztof Kamiński,Laptop,Akcesoria,Gdańsk,3,299.99,2025-09-11,brak_emaila,899.97,2025,9,Thursday,False
1278,Anna Kowalska,Pendrive,Akcesoria,Kraków,3,89.5,2025-03-04,brak_emaila,268.5,2025,3,Tuesday,False
1282,Anna Kowalska,Monitor,Akcesoria,Kraków,1,89.5,2025-08-05,brak_emaila,89.5,2025,8,Tuesday,False
1283,Magdalena Dąbrowska,Monitor,Akcesoria,Kraków,1,299.99,2025-06-21,piotr.w@onet,299.99,2025,6,Saturday,False
1284,Krzysztof Kamiński,Laptop,Akcesoria,Wrocław,1,199.99,2025-07-22,brak,199.99,2025,7,Tuesday,False
1285,Marta Wójcik,Laptop,Elektronika,Warszawa,1,1499.0,2025-02-13,JAN@WP.PL,1499.0,2025,2,Thursday,True
1286,Anna Kowalska,Laptop,Akcesoria,Kraków,3,1499.0,2025-07-07,piotr.w@onet,4497.0,2025,7,Monday,False
1287,Anna Kowalska,Laptop,Akcesoria,Poznań,1,89.5,2025-01-25,brak_emaila,89.5,2025,1,Saturday,False
1288,Jan Nowak,Laptop,Akcesoria,Warszawa,3,1499.0,2025-03-22,JAN@WP.PL,4497.0,2025,3,Saturday,True
1291,Tomasz Zieliński,Mysz,Elektronika,Warszawa,5,299.99,2025-10-04,marta@gmail.com,1499.95,2025,10,Saturday,True
1292,Jan Nowak,Monitor,Akcesoria,Wrocław,1,199.99,2025-02-20,piotr.w@onet,199.99,2025,2,Thursday,False
1295,Anna Kowalska,Monitor,Akcesoria,Kraków,2,2999.0,2025-03-10,anna@gmail.com,5998.0,2025,3,Monday,True
